Year,Ward,Dwellings,Residents,Vehicles,Age 65 +,Voters,CENSUS_YEAR
04/01/2002 12:00:00 AM,8,38885,63846,,,,2002
04/01/2002 12:00:00 AM,9,24246,55837,,,,2002
04/01/2002 12:00:00 AM,10,19873,58424,,,,2002
04/01/2002 12:00:00 AM,11,28353,64652,,,,2002
04/01/2002 12:00:00 AM,12,25606,67836,,,,2002
04/01/2002 12:00:00 AM,13,23196,64329,,,,2002
04/01/2002 12:00:00 AM,14,18772,56857,,,,2002
04/01/2003 12:00:00 AM,1,28997,72300,,,,2003
04/01/2003 12:00:00 AM,2,25022,73402,,,,2003
04/01/2003 12:00:00 AM,3,28849,81501,,,,2003
04/01/2003 12:00:00 AM,4,28603,71330,,,,2003
04/01/2003 12:00:00 AM,5,19007,61968,,,,2003
04/01/2003 12:00:00 AM,6,27929,66537,,,,2003
04/01/2003 12:00:00 AM,7,30518,60336,,,,2003
04/01/2003 12:00:00 AM,8,39112,63653,,,,2003
04/01/2003 12:00:00 AM,9,24416,54409,,,,2003
04/01/2003 12:00:00 AM,10,20226,57797,,,,2003
04/01/2003 12:00:00 AM,11,28748,64424,,,,2003
04/01/2003 12:00:00 AM,12,26947,70290,,,,2003
04/01/2003 12:00:00 AM,13,24173,66878,,,,2003
04/01/2003 12:00:00 AM,14,19209,57490,,,,2003
04/01/2004 12:00:00 AM,1,30989,75625,,,,2004
04/01/2004 12:00:00 AM,2,25391,74396,,,,2004
04/01/2004 12:00:00 AM,3,27398,77018,,,,2004
04/01/2004 12:00:00 AM,4,28181,73104,,,,2004
04/01/2004 12:00:00 AM,5,19020,60487,,,,2004
04/01/2004 12:00:00 AM,6,29749,70100,,,,2004
04/01/2004 12:00:00 AM,7,31143,60188,,,,2004
04/01/2004 12:00:00 AM,8,39488,62050,,,,2004
04/01/2004 12:00:00 AM,9,28806,61249,,,,2004
04/01/2004 12:00:00 AM,10,20767,56469,,,,2004
04/01/2004 12:00:00 AM,11,29086,64531,,,,2004
04/01/2004 12:00:00 AM,12,28451,72622,,,,2004
04/01/2004 12:00:00 AM,13,25813,68315,,,,2004
04/01/2004 12:00:00 AM,14,19419,57341,,,,2004
04/01/2005 12:00:00 AM,1,33061,80097,,,,2005
04/01/2005 12:00:00 AM,2,25827,75513,,,,2005
04/01/2005 12:00:00 AM,3,29275,83082,,,,2005
04/01/2005 12:00:00 AM,4,28243,72393,,,,2005
04/01/2005 12:00:00 AM,5,19095,59814,,,,2005
04/01/2005 12:00:00 AM,6,31417,73882,,,,2005
04/01/2005 12:00:00 AM,7,31308,60632,,,,2005
04/01/2005 12:00:00 AM,8,40638,63647,,,,2005
04/01/2005 12:00:00 AM,9,29321,60677,,,,2005
04/01/2005 12:00:00 AM,10,20877,56231,,,,2005
04/01/2005 12:00:00 AM,11,29593,64669,,,,2005
04/01/2005 12:00:00 AM,12,30134,76141,,,,2005
04/01/2005 12:00:00 AM,13,27320,72021,,,,2005
04/01/2005 12:00:00 AM,14,19670,57279,,,,2005
04/01/2006 12:00:00 AM,1,34828,85303,,,,2006
04/01/2006 12:00:00 AM,2,26169,76791,,,,2006
04/01/2006 12:00:00 AM,3,31703,91425,,,,2006
04/01/2006 12:00:00 AM,4,28286,72746,,,,2006
04/01/2006 12:00:00 AM,5,19139,60784,,,,2006
04/01/2006 12:00:00 AM,6,33011,77329,,,,2006
04/01/2006 12:00:00 AM,7,31506,61520,,,,2006
04/01/2006 12:00:00 AM,8,41494,65873,,,,2006
04/01/2006 12:00:00 AM,9,29713,62051,,,,2006
04/01/2006 12:00:00 AM,10,20895,56726,,,,2006
04/01/2006 12:00:00 AM,11,29727,65684,,,,2006
04/01/2006 12:00:00 AM,12,32445,81147,,,,2006
04/01/2006 12:00:00 AM,13,29193,76144,,,,2006
04/01/2006 12:00:00 AM,14,20434,58236,,,,2006
04/01/2007 12:00:00 AM,1,35869,89576,,,,2007
04/01/2007 12:00:00 AM,2,26587,77687,,,,2007
04/01/2007 12:00:00 AM,3,30838,91092,,,,2007
04/01/2007 12:00:00 AM,4,28385,73207,,,,2007
04/01/2007 12:00:00 AM,5,19235,60462,,,,2007
04/01/2007 12:00:00 AM,6,33986,80723,,,,2007
04/01/2007 12:00:00 AM,7,32027,61265,,,,2007
04/01/2007 12:00:00 AM,8,42141,67032,,,,2007
04/01/2007 12:00:00 AM,9,29771,62364,,,,2007
04/01/2007 12:00:00 AM,10,24547,65212,,,,2007
04/01/2007 12:00:00 AM,11,29917,65627,,,,2007
04/01/2007 12:00:00 AM,12,35162,86669,,,,2007
04/01/2007 12:00:00 AM,13,30657,80136,,,,2007
04/01/2007 12:00:00 AM,14,21189,58890,,,,2007
04/01/2008 12:00:00 AM,1,36349,92186,,,,2008
04/01/2008 12:00:00 AM,2,26884,77831,,,,2008
04/01/2008 12:00:00 AM,3,33332,99077,,,,2008
04/01/2008 12:00:00 AM,4,28509,72351,,,,2008
04/01/2008 12:00:00 AM,5,19416,60293,,,,2008
04/01/2008 12:00:00 AM,6,35181,84112,,,,2008
04/01/2008 12:00:00 AM,7,33125,61418,,,,2008
04/01/2008 12:00:00 AM,8,43994,66916,,,,2008
04/01/2008 12:00:00 AM,9,29889,62568,,,,2008
04/01/2008 12:00:00 AM,10,24829,64484,,,,2008
04/01/2008 12:00:00 AM,11,30041,65902,,,,2008
04/01/2008 12:00:00 AM,12,37731,92933,,,,2008
04/01/2008 12:00:00 AM,13,31652,82838,,,,2008
04/01/2008 12:00:00 AM,14,22065,59983,,,,2008
04/01/2009 12:00:00 AM,1,36709,93437,,,,2009
04/01/2009 12:00:00 AM,2,27232,78944,,,,2009
04/01/2009 12:00:00 AM,3,34473,105675,,,,2009
04/01/2009 12:00:00 AM,4,28589,72245,,,,2009
04/01/2009 12:00:00 AM,5,19631,60517,,,,2009
04/01/2009 12:00:00 AM,6,35556,86453,,,,2009
04/01/2009 12:00:00 AM,7,33325,62715,,,,2009
04/01/2009 12:00:00 AM,8,44468,67359,,,,2009
04/01/2009 12:00:00 AM,9,30397,62097,,,,2009
04/01/2009 12:00:00 AM,10,24961,64109,,,,2009
04/01/2009 12:00:00 AM,11,30090,65817,,,,2009
04/01/2009 12:00:00 AM,12,38835,98490,,,,2009
04/01/2009 12:00:00 AM,13,31912,85429,,,,2009
04/01/2009 12:00:00 AM,14,22485,62168,,,,2009
04/01/2010 12:00:00 AM,1,33122,83009,,,,2010
04/01/2010 12:00:00 AM,2,24552,69961,,,,2010
04/01/2010 12:00:00 AM,3,27550,85561,,,,2010
04/01/2010 12:00:00 AM,4,32816,85424,,,,2010
04/01/2010 12:00:00 AM,5,25929,77506,,,,2010
04/01/2010 12:00:00 AM,6,29952,75642,,,,2010
04/01/2010 12:00:00 AM,7,39629,76437,,,,2010
04/01/2010 12:00:00 AM,8,50009,77562,,,,2010
04/01/2010 12:00:00 AM,9,35256,72303,,,,2010
04/01/2010 12:00:00 AM,10,29216,73446,,,,2010
04/01/2010 12:00:00 AM,11,36087,77818,,,,2010
04/01/2010 12:00:00 AM,12,25588,67438,,,,2010
04/01/2010 12:00:00 AM,13,29618,79467,,,,2010
04/01/2010 12:00:00 AM,14,26131,69941,,,,2010
04/01/2011 12:00:00 AM,1,33605,83125,,,,2011
04/01/2011 12:00:00 AM,2,25211,72370,,,,2011
04/01/2011 12:00:00 AM,3,28753,89862,,,,2011
04/01/2011 12:00:00 AM,4,32865,84511,,,,2011
04/01/2011 12:00:00 AM,5,26021,77648,,,,2011
04/01/2011 12:00:00 AM,6,30384,77296,,,,2011
04/01/2011 12:00:00 AM,7,39693,76493,,,,2011
04/01/2011 12:00:00 AM,8,49466,79230,,,,2011
04/01/2011 12:00:00 AM,9,35422,72427,,,,2011
04/01/2011 12:00:00 AM,10,29269,73864,,,,2011
04/01/2011 12:00:00 AM,11,36184,79111,,,,2011
04/01/2011 12:00:00 AM,12,27512,73416,,,,2011
04/01/2011 12:00:00 AM,13,29981,80332,,,,2011
04/01/2011 12:00:00 AM,14,26586,71251,,,,2011
04/01/2012 12:00:00 AM,1,33767,84707,,,,2012
04/01/2012 12:00:00 AM,2,26333,75010,,,,2012
04/01/2012 12:00:00 AM,3,30272,96228,,,,2012
04/01/2012 12:00:00 AM,4,32883,84949,,,,2012
04/01/2012 12:00:00 AM,5,26126,78766,,,,2012
04/01/2012 12:00:00 AM,6,31138,79627,,,,2012
04/01/2012 12:00:00 AM,7,39993,78676,,,,2012
04/01/2012 12:00:00 AM,8,50010,81020,,,,2012
04/01/2012 12:00:00 AM,9,35849,73806,,,,2012
04/01/2012 12:00:00 AM,10,29443,74873,,,,2012
04/01/2012 12:00:00 AM,11,36281,79941,,,,2012
04/01/2012 12:00:00 AM,12,30085,78832,,,,2012
04/01/2012 12:00:00 AM,13,30097,81528,,,,2012
04/01/2012 12:00:00 AM,14,27062,72262,,,,2012
04/01/2013 12:00:00 AM,1,34039,86179,,,,2013
04/01/2013 12:00:00 AM,2,27731,78815,,,,2013
04/01/2013 12:00:00 AM,3,28184,88639,,,,2013
04/01/2013 12:00:00 AM,4,33009,86150,,,,2013
04/01/2013 12:00:00 AM,5,30173,95350,,,,2013
04/01/2013 12:00:00 AM,6,31633,81644,,,,2013
04/01/2013 12:00:00 AM,7,40034,79726,,,,2013
04/01/2013 12:00:00 AM,8,50995,82527,,,,2013
04/01/2013 12:00:00 AM,9,35916,75234,,,,2013
04/01/2013 12:00:00 AM,10,29506,76344,,,,2013
04/01/2013 12:00:00 AM,11,36346,81059,,,,2013
04/01/2013 12:00:00 AM,12,32827,86884,,,,2013
04/01/2013 12:00:00 AM,13,30200,83351,,,,2013
04/01/2013 12:00:00 AM,14,27765,74784,,,,2013
04/01/2014 12:00:00 AM,1,34573,87605,,,,2014
04/01/2014 12:00:00 AM,2,28918,83609,,,,2014
04/01/2014 12:00:00 AM,3,29943,96133,,,,2014
04/01/2014 12:00:00 AM,4,33010,86375,,,,2014
04/01/2014 12:00:00 AM,5,30335,96489,,,,2014
04/01/2014 12:00:00 AM,6,32153,84803,,,,2014
04/01/2014 12:00:00 AM,7,40599,81989,,,,2014
04/01/2014 12:00:00 AM,8,51569,85609,,,,2014
04/01/2014 12:00:00 AM,9,36388,76481,,,,2014
04/01/2014 12:00:00 AM,10,29933,78443,,,,2014
04/01/2014 12:00:00 AM,11,36608,82041,,,,2014
04/01/2014 12:00:00 AM,12,35342,94933,,,,2014
04/01/2014 12:00:00 AM,13,30280,84258,,,,2014
04/01/2014 12:00:00 AM,14,28572,76426,,,,2014
04/01/2015 12:00:00 AM,1,34814,88334,,,,2015
04/01/2015 12:00:00 AM,2,31434,89190,,,,2015
04/01/2015 12:00:00 AM,3,31694,102048,,,,2015
04/01/2015 12:00:00 AM,4,33036,87017,,,,2015
04/01/2015 12:00:00 AM,5,30555,97921,,,,2015
04/01/2015 12:00:00 AM,6,32523,86558,,,,2015
04/01/2015 12:00:00 AM,7,42248,84075,,,,2015
04/01/2015 12:00:00 AM,8,53963,87858,,,,2015
04/01/2015 12:00:00 AM,9,37030,77811,,,,2015
04/01/2015 12:00:00 AM,10,30082,79260,,,,2015
04/01/2015 12:00:00 AM,11,36644,83140,,,,2015
04/01/2015 12:00:00 AM,12,38765,103062,,,,2015
04/01/2015 12:00:00 AM,13,30299,85025,,,,2015
04/01/2015 12:00:00 AM,14,29536,79616,,,,2015
04/01/2016 12:00:00 AM,1,34063,87565,,,,2016
04/01/2016 12:00:00 AM,2,32970,94011,,,,2016
04/01/2016 12:00:00 AM,3,33287,104148,,,,2016
04/01/2016 12:00:00 AM,4,33152,85707,,,,2016
04/01/2016 12:00:00 AM,5,30676,96146,,,,2016
04/01/2016 12:00:00 AM,6,32829,87278,,,,2016
04/01/2016 12:00:00 AM,7,41862,84171,,,,2016
04/01/2016 12:00:00 AM,8,54490,86454,,,,2016
04/01/2016 12:00:00 AM,9,37174,76533,,,,2016
04/01/2016 12:00:00 AM,10,30133,77146,,,,2016
04/01/2016 12:00:00 AM,11,36800,82636,,,,2016
04/01/2016 12:00:00 AM,12,40632,109384,,,,2016
04/01/2016 12:00:00 AM,13,30234,83583,,,,2016
04/01/2016 12:00:00 AM,14,30920,80409,,,,2016
04/01/2017 12:00:00 AM,1,34734,88622,,,,2017
04/01/2017 12:00:00 AM,2,30303,85930,,,,2017
04/01/2017 12:00:00 AM,3,23188,68956,,,,2017
04/01/2017 12:00:00 AM,4,40326,97384,,,,2017
04/01/2017 12:00:00 AM,5,26352,86172,,,,2017
04/01/2017 12:00:00 AM,6,34208,90285,,,,2017
04/01/2017 12:00:00 AM,7,38575,74459,,,,2017
04/01/2017 12:00:00 AM,8,51966,88363,,,,2017
04/01/2017 12:00:00 AM,9,41061,90386,,,,2017
04/01/2017 12:00:00 AM,10,32300,93064,,,,2017
04/01/2017 12:00:00 AM,11,48809,100035,,,,2017
04/01/2017 12:00:00 AM,12,37871,101786,,,,2017
04/01/2017 12:00:00 AM,13,32812,90372,,,,2017
04/01/2017 12:00:00 AM,14,33887,90523,,,,2017
04/01/2019 12:00:00 AM,1,34958,89254,,,,2019
04/01/2019 12:00:00 AM,2,32247,92115,,,,2019
04/01/2018 12:00:00 AM,1,34887,88424,,,,2018
04/01/2019 12:00:00 AM,3,24479,70824,,,,2019
04/01/2019 12:00:00 AM,4,40356,97111,,,,2019
04/01/2019 12:00:00 AM,5,29645,95717,,,,2019
04/01/2019 12:00:00 AM,6,35013,91219,,,,2019
04/01/2019 12:00:00 AM,7,39255,77280,,,,2019
04/01/2019 12:00:00 AM,8,53269,92999,,,,2019
04/01/2019 12:00:00 AM,9,41102,91695,,,,2019
04/01/2019 12:00:00 AM,10,32392,92901,,,,2019
04/01/2019 12:00:00 AM,11,49113,100003,,,,2019
04/01/2019 12:00:00 AM,12,40893,110175,,,,2019
04/01/2019 12:00:00 AM,13,33468,91235,,,,2019
04/01/2018 12:00:00 AM,12,39847,105365,,,,2018
04/01/2018 12:00:00 AM,7,39568,76406,,,,2018
04/01/2018 12:00:00 AM,2,31468,89475,,,,2018
04/01/2018 12:00:00 AM,3,23732,69877,,,,2018
04/01/2018 12:00:00 AM,6,34859,90782,,,,2018
04/01/2018 12:00:00 AM,8,53022,91533,,,,2018
04/01/2018 12:00:00 AM,9,41116,90749,,,,2018
04/01/2018 12:00:00 AM,14,34600,91882,,,,2018
04/01/2018 12:00:00 AM,4,40378,97609,,,,2018
04/01/2018 12:00:00 AM,5,27773,92694,,,,2018
04/01/2018 12:00:00 AM,11,48837,99437,,,,2018
04/01/2018 12:00:00 AM,10,32392,92891,,,,2018
04/01/2018 12:00:00 AM,13,32912,90220,,,,2018
04/01/2019 12:00:00 AM,14,35067,93183,,,,2019
